=== RUN   TestWorkerDeploymentSuite
=== PAUSE TestWorkerDeploymentSuite
=== CONT  TestWorkerDeploymentSuite
    logger.go:146: 2025-06-27T16:21:01.158-0400	debug	OnStart hook executed	{"callee": "go.temporal.io/server/service/matching/workers.(*registryImpl).Start-fm()", "caller": "go.temporal.io/server/service/matching/workers.NewRegistry", "component": "fx", "host": "127.0.0.1:58316", "runtime": "875ns", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1039"}
    logger.go:146: 2025-06-27T16:21:01.158-0400	debug	OnStart hook executing	{"callee": "go.temporal.io/server/service/matching.(*Service).Start-fm()", "caller": "go.temporal.io/server/service/matching.ServiceLifetimeHooks", "component": "fx", "host": "127.0.0.1:58316", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1025"}
    logger.go:146: 2025-06-27T16:21:01.158-0400	info	matching starting	{"host": "127.0.0.1:58316", "service": "matching", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/service/matching/service.go:63"}
    logger.go:146: 2025-06-27T16:21:01.158-0400	debug	OnStart hook executed	{"callee": "go.temporal.io/server/service/matching.(*Service).Start-fm()", "caller": "go.temporal.io/server/service/matching.ServiceLifetimeHooks", "component": "fx", "host": "127.0.0.1:58316", "runtime": "59.083µs", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1039"}
    logger.go:146: 2025-06-27T16:21:01.158-0400	debug	started	{"component": "fx", "host": "127.0.0.1:58316", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1142"}
    logger.go:146: 2025-06-27T16:21:01.158-0400	info	Starting to serve on matching listener	{"host": "127.0.0.1:58316", "service": "matching", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/service/matching/service.go:77"}
    logger.go:146: 2025-06-27T16:21:01.161-0400	debug	initialized custom fxevent.Logger	{"component": "fx", "function": "go.temporal.io/server/temporal.init.func6()", "host": "127.0.0.1:58317", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1148"}
    logger.go:146: 2025-06-27T16:21:01.161-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/components/callbacks.RegisterTaskSerializers()", "host": "127.0.0.1:58317", "module": "component.callbacks", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.161-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/components/callbacks.RegisterStateMachine()", "host": "127.0.0.1:58317", "module": "component.callbacks", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.161-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/components/callbacks.RegisterExecutor()", "host": "127.0.0.1:58317", "module": "component.callbacks", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.162-0400	info	Quota changed	{"component": "persistence", "current-quota": null, "host": "127.0.0.1:58317", "new-quota": 9000, "scope": "host", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/quotas/calculator/logged_calculator.go:100"}
    logger.go:146: 2025-06-27T16:21:01.162-0400	info	historyClient: ownership caching disabled	{"host": "127.0.0.1:58317", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/client/history/client.go:66"}
    logger.go:146: 2025-06-27T16:21:01.162-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/components/nexusoperations.EndpointRegistryLifetimeHooks()", "host": "127.0.0.1:58317", "module": "component.nexusoperations", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.162-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/components/nexusoperations.RegisterStateMachines()", "host": "127.0.0.1:58317", "module": "component.nexusoperations", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.162-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/components/nexusoperations.RegisterTaskSerializers()", "host": "127.0.0.1:58317", "module": "component.nexusoperations", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.162-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/components/nexusoperations.RegisterEventDefinitions()", "host": "127.0.0.1:58317", "module": "component.nexusoperations", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.162-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/components/nexusoperations.RegisterExecutor()", "host": "127.0.0.1:58317", "module": "component.nexusoperations", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.162-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/service/history.QueueFactoryLifetimeHooks()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.162-0400	info	Quota changed	{"component": "task-scheduler", "current-quota": null, "host": "127.0.0.1:58317", "new-quota": 0, "scope": "host", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/quotas/calculator/logged_calculator.go:100"}
    logger.go:146: 2025-06-27T16:21:01.162-0400	info	creating new visibility manager	{"host": "127.0.0.1:58317", "visibility_index_name": "test_0627202101_wgh", "visibility_plugin_name": "sqlite", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/persistence/visibility/factory.go:131"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/common/persistence/client.DataStoreFactoryLifetimeHooks()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/common/cluster.MetadataLifetimeHooks()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/common/namespace/nsregistry.RegistryLifetimeHooks()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/common/metrics.RuntimeMetricsReporterLifetimeHooks()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/common/deadlock.init.func1()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/service/history/workflow.populateTaskGeneratorProvider()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/service/history/workflow.RegisterStateMachine()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/service/history/shard.initLazyLoadedOwnershipBasedQuotaScaler()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	info	Initialized lazy loaded OwnershipBasedQuotaScaler	{"host": "127.0.0.1:58317", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/service/history/shard/fx.go:70"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/service/history/shard.init.func4()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/service.initPersistenceLazyLoadedServiceResolver()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	info	Initialized service resolver for persistence rate limiting	{"host": "127.0.0.1:58317", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/service/fx.go:66"}
    logger.go:146: 2025-06-27T16:21:01.163-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/service/history.ServiceLifetimeHooks()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	info	Created gRPC listener	{"address": "127.0.0.1:58317", "host": "127.0.0.1:58317", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/rpc/rpc.go:166"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	debug	invoking	{"component": "fx", "function": "go.temporal.io/server/components/nexusoperations/workflow.RegisterCommandHandlers()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	debug	invoking	{"component": "fx", "function": "reflect.makeFuncStub()", "host": "127.0.0.1:58317", "module": "", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1109"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	debug	OnStart hook executing	{"callee": "go.temporal.io/server/common/dynamicconfig.(*Collection).Start-fm()", "caller": "go.temporal.io/server/common/dynamicconfig.init.func1", "component": "fx", "host": "127.0.0.1:58317", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1025"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	debug	OnStart hook executed	{"callee": "go.temporal.io/server/common/dynamicconfig.(*Collection).Start-fm()", "caller": "go.temporal.io/server/common/dynamicconfig.init.func1", "component": "fx", "host": "127.0.0.1:58317", "runtime": "10.166µs", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1039"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	debug	OnStart hook executing	{"callee": "go.temporal.io/server/temporal.init.func1.2()", "caller": "go.temporal.io/server/temporal.init.func1", "component": "fx", "host": "127.0.0.1:58317", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1025"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	debug	OnStart hook executed	{"callee": "go.temporal.io/server/temporal.init.func1.2()", "caller": "go.temporal.io/server/temporal.init.func1", "component": "fx", "host": "127.0.0.1:58317", "runtime": "125ns", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1039"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	debug	OnStart hook executing	{"callee": "go.temporal.io/server/common/nexus.EndpointRegistry.StartLifecycle-fm()", "caller": "go.temporal.io/server/components/nexusoperations.EndpointRegistryLifetimeHooks", "component": "fx", "host": "127.0.0.1:58317", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1025"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	debug	OnStart hook executed	{"callee": "go.temporal.io/server/common/nexus.EndpointRegistry.StartLifecycle-fm()", "caller": "go.temporal.io/server/components/nexusoperations.EndpointRegistryLifetimeHooks", "component": "fx", "host": "127.0.0.1:58317", "runtime": "6.666µs", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1039"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	debug	OnStart hook executing	{"callee": "go.temporal.io/server/service/history.QueueFactoryLifetimeHooks.func1()", "caller": "go.temporal.io/server/service/history.QueueFactoryLifetimeHooks", "component": "fx", "host": "127.0.0.1:58317", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1025"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	info	Update worker pool size	{"host": "127.0.0.1:58317", "key": "worker-pool-size", "service": "history", "value": 512, "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/tasks/fifo_scheduler.go:143"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	info	fifo scheduler started	{"host": "127.0.0.1:58317", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/tasks/fifo_scheduler.go:73"}
    logger.go:146: 2025-06-27T16:21:01.164-0400	info	interleaved weighted round robin task scheduler started	{"host": "127.0.0.1:58317", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/tasks/interleaved_weighted_round_robin.go:116"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	info	Update worker pool size	{"host": "127.0.0.1:58317", "key": "worker-pool-size", "service": "history", "value": 512, "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/tasks/fifo_scheduler.go:143"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	info	fifo scheduler started	{"host": "127.0.0.1:58317", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/tasks/fifo_scheduler.go:73"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	info	interleaved weighted round robin task scheduler started	{"host": "127.0.0.1:58317", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/tasks/interleaved_weighted_round_robin.go:116"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	info	Update worker pool size	{"component": "memory-scheduled-queue-processor", "host": "127.0.0.1:58317", "key": "worker-pool-size", "service": "history", "value": 64, "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/tasks/fifo_scheduler.go:143"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	info	fifo scheduler started	{"component": "memory-scheduled-queue-processor", "host": "127.0.0.1:58317", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/tasks/fifo_scheduler.go:73"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	info	Update worker pool size	{"host": "127.0.0.1:58317", "key": "worker-pool-size", "service": "history", "value": 512, "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/tasks/fifo_scheduler.go:143"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	info	fifo scheduler started	{"host": "127.0.0.1:58317", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/tasks/fifo_scheduler.go:73"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	info	interleaved weighted round robin task scheduler started	{"host": "127.0.0.1:58317", "service": "history", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/common/tasks/interleaved_weighted_round_robin.go:116"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	debug	OnStart hook executed	{"callee": "go.temporal.io/server/service/history.QueueFactoryLifetimeHooks.func1()", "caller": "go.temporal.io/server/service/history.QueueFactoryLifetimeHooks", "component": "fx", "host": "127.0.0.1:58317", "runtime": "1.189333ms", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1039"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	debug	OnStart hook executing	{"callee": "go.temporal.io/server/common/cluster.MetadataLifetimeHooks.func1()", "caller": "go.temporal.io/server/common/cluster.MetadataLifetimeHooks", "component": "fx", "host": "127.0.0.1:58317", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1025"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	debug	OnStart hook executed	{"callee": "go.temporal.io/server/common/cluster.MetadataLifetimeHooks.func1()", "caller": "go.temporal.io/server/common/cluster.MetadataLifetimeHooks", "component": "fx", "host": "127.0.0.1:58317", "runtime": "105.167µs", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1039"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	debug	OnStart hook executing	{"callee": "go.temporal.io/server/common/namespace.Registry.Start-fm()", "caller": "go.temporal.io/server/common/namespace/nsregistry.RegistryLifetimeHooks", "component": "fx", "host": "127.0.0.1:58317", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1025"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	debug	OnStart hook executed	{"callee": "go.temporal.io/server/common/namespace.Registry.Start-fm()", "caller": "go.temporal.io/server/common/namespace/nsregistry.RegistryLifetimeHooks", "component": "fx", "host": "127.0.0.1:58317", "runtime": "40.208µs", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1039"}
    logger.go:146: 2025-06-27T16:21:01.165-0400	debug	OnStart hook executing	{"callee": "go.temporal.io/server/common/metrics.RuntimeMetricsReporterLifetimeHooks.func1()", "caller": "go.temporal.io/server/common/metrics.RuntimeMetricsReporterLifetimeHooks", "component": "fx", "host": "127.0.0.1:58317", "logging-call-at": "/Users/shivamsaraf/Desktop/work/temporal/temporal/fx.go:1025"}
